"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.462655759E1,3.423708379E-1,-4.381389022E-1,9.825803757E0
4.463656736E1,3.830722570E-1,-4.261679053E-1,9.868899345E0
4.464853025E1,3.591302633E-1,-4.477157295E-1,9.871294022E0
4.465854002E1,3.758896589E-1,-4.525041282E-1,9.878476143E0
4.467053342E1,4.070142806E-1,-4.453215301E-1,9.856928825E0
4.468252683E1,3.734954596E-1,-4.309563041E-1,9.821015358E0
4.469253660E1,3.639186621E-1,-3.998316824E-1,9.818621635E0
4.470449949E1,3.375824392E-1,-4.070142806E-1,9.866505623E0
4.471450925E1,3.591302633E-1,-4.046200812E-1,9.861717224E0
4.472451902E1,3.734954596E-1,-4.118026793E-1,9.861717224E0
4.473648191E1,3.639186621E-1,-4.548983276E-1,9.842563629E0
4.474847532E1,3.471592367E-1,-4.572925270E-1,9.873687744E0
4.476043821E1,3.878606856E-1,-4.596867263E-1,9.883264542E0
4.477240110E1,3.854664862E-1,-4.357447028E-1,9.897629738E0
4.478436399E1,3.878606856E-1,-4.357447028E-1,9.871294022E0
4.479437376E1,3.711012602E-1,-4.094084799E-1,9.873687744E0
4.480630613E1,3.854664862E-1,-4.070142806E-1,9.837775230E0
4.481631589E1,3.639186621E-1,-3.711012602E-1,9.837775230E0
4.482827878E1,3.711012602E-1,-3.639186621E-1,9.842563629E0
4.483828855E1,3.758896589E-1,-3.950432837E-1,9.816226959E0
4.485025144E1,3.639186621E-1,-4.094084799E-1,9.813833237E0
4.486224485E1,3.830722570E-1,-3.902548850E-1,9.890447617E0
4.487225461E1,4.094084799E-1,-4.357447028E-1,9.864110947E0
4.488421750E1,3.280056417E-1,-4.429273009E-1,9.900024414E0
4.489618040E1,3.902548850E-1,-4.213795066E-1,9.873687744E0
4.490817380E1,3.806780577E-1,-3.830722570E-1,9.900024414E0
4.492013669E1,3.543418646E-1,-4.118026793E-1,9.864110947E0
4.493014646E1,3.734954596E-1,-3.782838583E-1,9.878476143E0
4.494015622E1,3.543418646E-1,-3.734954596E-1,9.840168953E0
4.495205808E1,3.375824392E-1,-3.591302633E-1,9.823410034E0
4.496399045E1,3.471592367E-1,-3.615244627E-1,9.866505623E0
4.497598386E1,3.663128614E-1,-3.471592367E-1,9.871294022E0
4.498794675E1,3.734954596E-1,-3.423708379E-1,9.847352028E0
4.499795652E1,3.567360640E-1,-3.806780577E-1,9.830592155E0
4.500991941E1,3.591302633E-1,-4.165911078E-1,9.904812813E0
4.502182126E1,3.758896589E-1,-4.094084799E-1,9.907206535E0
4.503381467E1,3.687070608E-1,-3.950432837E-1,9.892841339E0
4.504382444E1,3.782838583E-1,-3.926490843E-1,9.866505623E0
4.505581785E1,3.734954596E-1,-3.519476354E-1,9.828198433E0
4.506781126E1,3.543418646E-1,-3.567360640E-1,9.828198433E0
4.507974363E1,3.734954596E-1,-3.663128614E-1,9.797073364E0
4.509167600E1,3.567360640E-1,-3.543418646E-1,9.830592155E0
4.510366941E1,3.663128614E-1,-3.639186621E-1,9.861717224E0
4.511560178E1,3.567360640E-1,-3.639186621E-1,9.859322548E0
4.512756467E1,3.567360640E-1,-3.519476354E-1,9.873687744E0
4.513757444E1,3.806780577E-1,-3.663128614E-1,9.892841339E0
4.514953733E1,3.854664862E-1,-3.711012602E-1,9.935936928E0
4.515954710E1,3.878606856E-1,-3.615244627E-1,9.909601212E0
4.517150998E1,3.711012602E-1,-3.280056417E-1,9.852140427E0
4.518151975E1,3.280056417E-1,-3.375824392E-1,9.801861763E0
4.519152952E1,3.471592367E-1,-3.591302633E-1,9.792284966E0
4.520349241E1,3.687070608E-1,-3.543418646E-1,9.835380554E0
4.521350217E1,3.998316824E-1,-3.303998411E-1,9.835380554E0
4.522549558E1,3.806780577E-1,-3.519476354E-1,9.828198433E0
4.523748899E1,3.854664862E-1,-3.543418646E-1,9.856928825E0
4.524948240E1,3.806780577E-1,-3.351882398E-1,9.888052940E0
4.526147581E1,3.663128614E-1,-3.423708379E-1,9.897629738E0
4.527346921E1,3.471592367E-1,-3.423708379E-1,9.883264542E0
4.528543210E1,3.567360640E-1,-3.016694188E-1,9.842563629E0
4.529733396E1,3.591302633E-1,-3.256114423E-1,9.811438560E0
4.530929685E1,3.495534360E-1,-3.208230138E-1,9.878476143E0
4.532116819E1,3.687070608E-1,-3.208230138E-1,9.878476143E0
4.533117795E1,3.782838583E-1,-3.280056417E-1,9.854534149E0
4.534317136E1,3.663128614E-1,-3.088520169E-1,9.852140427E0
4.535516477E1,3.567360640E-1,-3.208230138E-1,9.864110947E0
4.536712766E1,3.591302633E-1,-3.208230138E-1,9.895236015E0
4.537713743E1,3.639186621E-1,-3.447650373E-1,9.849745750E0
4.538910032E1,3.639186621E-1,-3.375824392E-1,9.864110947E0
4.540109372E1,3.711012602E-1,-2.968810201E-1,9.849745750E0
4.541110349E1,3.423708379E-1,-3.016694188E-1,9.852140427E0
4.542303586E1,3.615244627E-1,-3.112462163E-1,9.847352028E0
4.543304563E1,3.519476354E-1,-3.232172430E-1,9.897629738E0
4.544500852E1,3.447650373E-1,-3.256114423E-1,9.873687744E0
4.545501829E1,3.495534360E-1,-3.327940404E-1,9.866505623E0
4.546698118E1,3.471592367E-1,-2.968810201E-1,9.890447617E0
4.547897458E1,3.375824392E-1,-3.016694188E-1,9.835380554E0
4.549093748E1,3.064578176E-1,-2.681505978E-1,9.861717224E0
4.550290037E1,3.758896589E-1,-2.346317619E-1,9.868899345E0
4.551489377E1,3.902548850E-1,-2.537853718E-1,9.861717224E0
4.552685667E1,3.782838583E-1,-2.585737705E-1,9.859322548E0
4.553686643E1,4.118026793E-1,-2.753331959E-1,9.854534149E0
4.554885984E1,4.070142806E-1,-2.896983922E-1,9.883264542E0
4.556085325E1,4.022258818E-1,-3.160346150E-1,9.914389610E0
4.557086301E1,3.902548850E-1,-3.303998411E-1,9.923966408E0
4.558276487E1,3.591302633E-1,-3.519476354E-1,9.888052940E0
4.559469724E1,3.280056417E-1,-3.447650373E-1,9.888052940E0
4.560666013E1,3.136404157E-1,-3.064578176E-1,9.828198433E0
4.561859250E1,3.351882398E-1,-2.585737705E-1,9.823410034E0
4.563055540E1,3.471592367E-1,-2.106897533E-1,9.732429504E0
4.564056516E1,3.399766386E-1,-2.394201756E-1,9.730035782E0
4.565057493E1,3.758896589E-1,-2.513911724E-1,9.828198433E0
4.566250730E1,3.950432837E-1,-2.753331959E-1,9.892841339E0
4.567440916E1,3.040636182E-1,-3.064578176E-1,9.880870819E0
4.568441892E1,3.974374831E-1,-2.513911724E-1,9.926360130E0
4.569442869E1,4.453215301E-1,-2.274491638E-1,9.967061996E0
4.570636106E1,3.950432837E-1,-2.418143749E-1,9.950302124E0
4.571832395E1,3.902548850E-1,-2.657563984E-1,9.904812813E0
4.573028684E1,3.782838583E-1,-2.705447972E-1,9.837775230E0
4.574221921E1,3.926490843E-1,-2.154781520E-1,9.753977776E0
4.575412107E1,3.471592367E-1,-1.723825186E-1,9.758766174E0
4.576608396E1,3.495534360E-1,-2.226607651E-1,9.809044838E0
4.577609372E1,3.615244627E-1,-2.681505978E-1,9.856928825E0
4.578802610E1,3.998316824E-1,-2.609679997E-1,9.916783333E0
4.579803586E1,3.926490843E-1,-2.753331959E-1,9.931148529E0
4.581002927E1,3.830722570E-1,-2.442085743E-1,9.921571732E0
4.582202268E1,3.998316824E-1,-2.226607651E-1,9.873687744E0
4.583401609E1,3.902548850E-1,-2.059013397E-1,9.873687744E0
4.584597898E1,3.806780577E-1,-2.059013397E-1,9.849745750E0
4.585598875E1,3.615244627E-1,-2.130839527E-1,9.809044838E0
4.586789060E1,3.854664862E-1,-2.059013397E-1,9.809044838E0
4.587790037E1,3.758896589E-1,-2.130839527E-1,9.821015358E0
4.588986326E1,3.782838583E-1,-2.202665508E-1,9.854534149E0
4.590185667E1,3.639186621E-1,-2.609679997E-1,9.856928825E0
4.591385007E1,3.615244627E-1,-2.442085743E-1,9.909601212E0
4.592581296E1,3.758896589E-1,-2.298433632E-1,9.931148529E0
4.593582273E1,3.806780577E-1,-2.346317619E-1,9.897629738E0
4.594778562E1,3.758896589E-1,-2.657563984E-1,9.916783333E0
4.595779539E1,3.998316824E-1,-2.250549644E-1,9.876082420E0
4.596975828E1,3.926490843E-1,-2.059013397E-1,9.856928825E0
4.598175168E1,3.711012602E-1,-1.963245422E-1,9.832986832E0
4.599371458E1,3.734954596E-1,-2.178723514E-1,9.806650162E0
4.600567747E1,3.639186621E-1,-2.082955539E-1,9.816226959E0
4.601568723E1,3.663128614E-1,-2.274491638E-1,9.854534149E0
4.602765012E1,3.830722570E-1,-2.346317619E-1,9.868899345E0
4.603765989E1,3.687070608E-1,-2.178723514E-1,9.859322548E0
4.604965330E1,3.758896589E-1,-2.609679997E-1,9.890447617E0
4.606164670E1,3.878606856E-1,-2.130839527E-1,9.950302124E0
4.607360960E1,3.782838583E-1,-2.106897533E-1,9.900024414E0
4.608554197E1,3.998316824E-1,-2.178723514E-1,9.885659218E0
4.609555173E1,3.878606856E-1,-2.082955539E-1,9.844957352E0
4.610556150E1,3.830722570E-1,-2.035071403E-1,9.823410034E0
4.611755491E1,3.711012602E-1,-1.987187415E-1,9.792284966E0
4.612951780E1,3.711012602E-1,-2.130839527E-1,9.768342972E0
4.614148069E1,3.471592367E-1,-2.346317619E-1,9.809044838E0
4.615347410E1,4.070142806E-1,-2.082955539E-1,9.880870819E0
4.616543699E1,3.998316824E-1,-2.202665508E-1,9.935936928E0
4.617544675E1,3.687070608E-1,-2.178723514E-1,9.914389610E0
4.618744016E1,3.878606856E-1,-2.106897533E-1,9.952696800E0
4.619943357E1,4.070142806E-1,-2.035071403E-1,9.919178009E0
4.621142698E1,3.711012602E-1,-2.298433632E-1,9.856928825E0
4.622342039E1,3.543418646E-1,-2.130839527E-1,9.806650162E0
4.623541379E1,3.567360640E-1,-2.035071403E-1,9.794678688E0
4.624542356E1,3.280056417E-1,-2.011129409E-1,9.785101891E0
4.625741697E1,3.471592367E-1,-1.987187415E-1,9.794678688E0
4.626941038E1,3.902548850E-1,-2.106897533E-1,9.844957352E0
4.628134275E1,3.734954596E-1,-2.059013397E-1,9.885659218E0
4.629333616E1,3.806780577E-1,-2.011129409E-1,9.902418137E0
4.630529905E1,3.734954596E-1,-2.394201756E-1,9.986215591E0
4.631530881E1,3.734954596E-1,-2.154781520E-1,9.967061996E0
4.632531858E1,3.878606856E-1,-2.346317619E-1,9.888052940E0
4.633728147E1,3.734954596E-1,-2.130839527E-1,9.818621635E0
4.634924436E1,3.639186621E-1,-1.891419291E-1,9.787496567E0
4.635925413E1,3.519476354E-1,-1.771709323E-1,9.792284966E0
4.637121702E1,3.567360640E-1,-2.178723514E-1,9.813833237E0
4.638317991E1,3.567360640E-1,-2.154781520E-1,9.892841339E0
4.639517332E1,3.902548850E-1,-2.274491638E-1,9.868899345E0
4.640710569E1,3.998316824E-1,-1.771709323E-1,9.983820915E0
4.641906858E1,3.806780577E-1,-2.657563984E-1,9.962273598E0
4.643106199E1,3.902548850E-1,-2.202665508E-1,9.895236015E0
4.644305540E1,3.926490843E-1,-1.723825186E-1,9.852140427E0
4.645306516E1,3.040636182E-1,-1.699883193E-1,9.890447617E0
4.646502805E1,3.471592367E-1,-1.939303428E-1,9.821015358E0
4.647503782E1,3.471592367E-1,-2.178723514E-1,9.773131371E0
4.648700071E1,3.280056417E-1,-1.819593310E-1,9.780313492E0
4.649896360E1,3.567360640E-1,-1.412578970E-1,9.821015358E0
4.651092649E1,4.046200812E-1,-1.053448766E-1,9.921571732E0
4.652291990E1,3.639186621E-1,-2.466027737E-1,9.751583099E0
4.653292966E1,3.232172430E-1,-2.944868207E-1,9.854534149E0
4.654489255E1,3.926490843E-1,-1.699883193E-1,1.008198357E1
4.655490232E1,4.141969085E-1,-1.771709323E-1,1.002452278E1
4.656491208E1,3.663128614E-1,-1.771709323E-1,9.950302124E0
4.657687498E1,3.974374831E-1,-1.963245422E-1,9.890447617E0
4.658886838E1,3.806780577E-1,-1.771709323E-1,9.804255486E0
4.660083127E1,3.423708379E-1,-1.699883193E-1,9.739612579E0
4.661084104E1,3.471592367E-1,-1.891419291E-1,9.758766174E0
4.662277341E1,3.519476354E-1,-2.154781520E-1,9.809044838E0
4.663278318E1,3.734954596E-1,-1.891419291E-1,9.837775230E0
4.664474607E1,3.591302633E-1,-2.106897533E-1,9.890447617E0
4.665475584E1,3.663128614E-1,-2.011129409E-1,9.914389610E0
4.666671872E1,3.615244627E-1,-1.963245422E-1,9.971850395E0
4.667672849E1,3.663128614E-1,-1.843535304E-1,9.967061996E0
4.668869138E1,3.782838583E-1,-1.651999205E-1,9.952696800E0
4.670062376E1,3.567360640E-1,-1.747767180E-1,9.847352028E0
4.671252561E1,3.351882398E-1,-1.604115069E-1,9.727641106E0
4.672445798E1,3.423708379E-1,-1.388636976E-1,9.737217903E0
4.673642087E1,3.519476354E-1,-1.388636976E-1,9.775525093E0
4.674841428E1,3.471592367E-1,-1.699883193E-1,9.844957352E0
4.676037717E1,4.022258818E-1,-1.819593310E-1,9.935936928E0
4.677237058E1,3.854664862E-1,-1.699883193E-1,9.969455719E0
4.678433347E1,3.663128614E-1,-1.843535304E-1,9.890447617E0
4.679632688E1,3.806780577E-1,-2.011129409E-1,9.904812813E0
4.680828977E1,3.543418646E-1,-1.771709323E-1,9.904812813E0
4.682025266E1,3.495534360E-1,-1.651999205E-1,9.902418137E0
4.683224607E1,3.639186621E-1,-1.484405100E-1,9.856928825E0
4.684420896E1,3.615244627E-1,-1.508347094E-1,9.768342972E0
4.685617185E1,3.734954596E-1,-1.532289088E-1,9.777919769E0
4.686816526E1,3.830722570E-1,-1.340752989E-1,9.801861763E0
4.688012815E1,3.711012602E-1,-1.460463107E-1,9.821015358E0
4.689013792E1,3.687070608E-1,-1.412578970E-1,9.856928825E0
4.690207029E1,3.711012602E-1,-1.532289088E-1,9.883264542E0
4.691406370E1,3.615244627E-1,-1.628057212E-1,9.876082420E0
4.692605710E1,3.687070608E-1,-1.939303428E-1,9.931148529E0
4.693606687E1,3.687070608E-1,-1.508347094E-1,9.902418137E0
4.694799924E1,3.663128614E-1,-1.484405100E-1,9.876082420E0
4.695800901E1,3.519476354E-1,-1.532289088E-1,9.832986832E0
4.696994138E1,3.399766386E-1,-1.125274822E-1,9.811438560E0
4.698187376E1,3.734954596E-1,-1.292868853E-1,9.823410034E0
4.699383664E1,3.663128614E-1,-1.508347094E-1,9.830592155E0
4.700576902E1,3.495534360E-1,-1.651999205E-1,9.885659218E0
4.701767087E1,3.447650373E-1,-1.508347094E-1,9.885659218E0
4.702957273E1,3.567360640E-1,-1.460463107E-1,9.902418137E0
4.704153562E1,3.639186621E-1,-1.221042871E-1,9.947908401E0
4.705349851E1,3.543418646E-1,-1.580173075E-1,9.878476143E0
4.706350828E1,3.399766386E-1,-1.508347094E-1,9.840168953E0
4.707351804E1,3.495534360E-1,-1.388636976E-1,9.837775230E0
4.708548093E1,3.495534360E-1,-1.221042871E-1,9.856928825E0
4.709744382E1,3.280056417E-1,-1.292868853E-1,9.844957352E0
4.710745359E1,3.351882398E-1,-1.268926859E-1,9.864110947E0
4.711941648E1,3.734954596E-1,-1.436520964E-1,9.837775230E0
4.712942625E1,3.878606856E-1,-1.460463107E-1,9.900024414E0
4.714135862E1,3.543418646E-1,-1.532289088E-1,9.895236015E0
4.715335203E1,3.615244627E-1,-1.364694983E-1,9.952696800E0
4.716336179E1,3.854664862E-1,-1.388636976E-1,9.902418137E0
4.717532468E1,3.423708379E-1,-1.221042871E-1,9.828198433E0
4.718722654E1,3.495534360E-1,-9.576806426E-2,9.813833237E0
4.719723630E1,3.663128614E-1,-1.221042871E-1,9.825803757E0
4.720916868E1,3.830722570E-1,-1.388636976E-1,9.873687744E0
4.722110105E1,3.734954596E-1,-1.364694983E-1,9.873687744E0
4.723303342E1,3.519476354E-1,-1.484405100E-1,9.876082420E0
4.724496580E1,3.591302633E-1,-1.436520964E-1,9.856928825E0
4.725686765E1,3.734954596E-1,-1.053448766E-1,9.859322548E0
4.726687742E1,3.495534360E-1,-1.005564705E-1,9.842563629E0
4.727884031E1,3.639186621E-1,-1.268926859E-1,9.794678688E0
4.728885007E1,3.902548850E-1,-9.576806426E-2,9.933543205E0
4.730084348E1,3.543418646E-1,-1.316810995E-1,9.844957352E0
4.731280637E1,3.471592367E-1,-1.604115069E-1,9.842563629E0
4.732476926E1,3.447650373E-1,-1.460463107E-1,9.892841339E0
4.733670164E1,3.615244627E-1,-1.149216816E-1,9.895236015E0
4.734863401E1,3.591302633E-1,-1.244984865E-1,9.859322548E0
4.736059690E1,3.423708379E-1,-1.340752989E-1,9.871294022E0
4.737255979E1,3.639186621E-1,-1.077390760E-1,9.825803757E0
4.738455320E1,3.782838583E-1,-1.125274822E-1,9.852140427E0
4.739651609E1,3.639186621E-1,-1.364694983E-1,9.828198433E0
4.740847898E1,3.567360640E-1,-1.628057212E-1,9.847352028E0
4.742044187E1,3.591302633E-1,-1.556231081E-1,9.914389610E0
4.743045164E1,3.519476354E-1,-1.340752989E-1,9.888052940E0
4.744238401E1,3.567360640E-1,-1.244984865E-1,9.883264542E0
4.745239377E1,3.639186621E-1,-1.197100878E-1,9.914389610E0
4.746432615E1,3.351882398E-1,-1.292868853E-1,9.892841339E0
4.747622800E1,3.495534360E-1,-1.005564705E-1,9.888052940E0
4.748822141E1,3.806780577E-1,-1.053448766E-1,9.888052940E0
4.749823118E1,3.399766386E-1,-1.364694983E-1,9.854534149E0
4.751022458E1,3.351882398E-1,-1.364694983E-1,9.792284966E0
4.752218748E1,3.447650373E-1,-1.197100878E-1,9.811438560E0
4.753219724E1,3.327940404E-1,-1.197100878E-1,9.797073364E0
4.754419065E1,3.734954596E-1,-1.101332754E-1,9.847352028E0
4.755618406E1,3.854664862E-1,-1.197100878E-1,9.868899345E0
4.756619382E1,3.830722570E-1,-1.340752989E-1,9.943120003E0
4.757812620E1,4.046200812E-1,-1.532289088E-1,9.938331604E0
4.758813596E1,3.854664862E-1,-1.604115069E-1,9.940725327E0
4.760009885E1,3.806780577E-1,-1.316810995E-1,9.928754807E0
4.761010862E1,3.567360640E-1,-1.412578970E-1,9.888052940E0
4.762210203E1,3.256114423E-1,-1.651999205E-1,9.832986832E0
4.763211179E1,3.232172430E-1,-1.197100878E-1,9.799467087E0
4.764407468E1,3.256114423E-1,-9.337386489E-2,9.785101891E0
4.765597654E1,3.327940404E-1,-9.097966552E-2,9.744400978E0
4.766793943E1,3.519476354E-1,-8.619125932E-2,9.806650162E0
4.767993284E1,3.806780577E-1,-1.149216816E-1,9.885659218E0
4.769192625E1,3.878606856E-1,-1.484405100E-1,9.916783333E0
4.770388914E1,3.830722570E-1,-1.556231081E-1,9.986215591E0
4.771588254E1,3.854664862E-1,-1.604115069E-1,9.974244118E0
4.772589231E1,3.734954596E-1,-1.532289088E-1,9.962273598E0
4.773785520E1,3.567360640E-1,-1.484405100E-1,9.895236015E0
4.774786497E1,3.734954596E-1,-1.149216816E-1,9.813833237E0
4.775787473E1,3.591302633E-1,-1.005564705E-1,9.756371498E0
4.776986814E1,3.519476354E-1,-9.816227108E-2,9.742006302E0
4.778183103E1,3.471592367E-1,-9.097966552E-2,9.773131371E0
4.779379392E1,3.423708379E-1,-1.268926859E-1,9.821015358E0
4.780578733E1,3.854664862E-1,-1.412578970E-1,9.938331604E0
4.781775022E1,3.663128614E-1,-1.460463107E-1,9.923966408E0
4.782775998E1,3.878606856E-1,-1.436520964E-1,9.940725327E0
4.783969236E1,3.902548850E-1,-1.268926859E-1,9.902418137E0
4.785165525E1,3.830722570E-1,-8.379705995E-2,9.871294022E0
4.786361814E1,3.351882398E-1,-8.379705995E-2,9.806650162E0
4.787362791E1,3.423708379E-1,-9.816227108E-2,9.794678688E0
4.788559080E1,3.687070608E-1,-6.464344263E-2,9.940725327E0
4.789755369E1,3.567360640E-1,-1.699883193E-1,9.828198433E0
4.790945554E1,3.016694188E-1,-1.747767180E-1,9.830592155E0
4.792144895E1,3.543418646E-1,-1.340752989E-1,9.883264542E0
4.793344236E1,3.567360640E-1,-8.379705995E-2,9.871294022E0
4.794540525E1,3.711012602E-1,-8.858546615E-2,9.880870819E0
4.795736814E1,3.711012602E-1,-1.197100878E-1,9.880870819E0
4.796737791E1,3.567360640E-1,-1.268926859E-1,9.866505623E0
4.797934080E1,3.591302633E-1,-1.173158810E-1,9.868899345E0
4.798935056E1,3.878606856E-1,-1.053448766E-1,9.916783333E0
4.800131345E1,3.519476354E-1,-1.173158810E-1,9.883264542E0
4.801324583E1,3.423708379E-1,-1.292868853E-1,9.844957352E0
4.802523923E1,3.375824392E-1,-1.244984865E-1,9.825803757E0
4.803720212E1,3.399766386E-1,-7.900865376E-2,9.835380554E0
4.804919553E1,3.423708379E-1,-6.943184882E-2,9.816226959E0
4.806115842E1,3.327940404E-1,-1.412578970E-1,9.840168953E0
4.807312131E1,3.543418646E-1,-1.244984865E-1,9.897629738E0
4.808508420E1,3.782838583E-1,-1.340752989E-1,9.943120003E0
4.809707761E1,3.687070608E-1,-1.388636976E-1,9.919178009E0
4.810907102E1,3.543418646E-1,-9.576806426E-2,9.892841339E0
4.812103391E1,3.519476354E-1,-6.464344263E-2,9.835380554E0
4.813299680E1,3.447650373E-1,-5.985504389E-2,9.765948296E0
4.814499021E1,3.351882398E-1,-9.097966552E-2,9.794678688E0
4.815695310E1,3.519476354E-1,-9.816227108E-2,9.785101891E0
4.816696287E1,3.519476354E-1,-1.388636976E-1,9.825803757E0
4.817895627E1,3.878606856E-1,-1.077390760E-1,9.923966408E0
4.818896604E1,3.782838583E-1,-1.149216816E-1,9.933543205E0
4.820095945E1,3.758896589E-1,-1.268926859E-1,9.914389610E0
4.821295286E1,3.782838583E-1,-9.576806426E-2,9.952696800E0
4.822491575E1,3.687070608E-1,-6.464344263E-2,9.890447617E0
4.823690916E1,3.567360640E-1,-8.858546615E-2,9.823410034E0
4.824890256E1,3.303998411E-1,-1.005564705E-1,9.739612579E0
4.826089597E1,3.471592367E-1,-9.816227108E-2,9.763554573E0
4.827288938E1,3.615244627E-1,-1.077390760E-1,9.832986832E0
4.828485227E1,3.639186621E-1,-1.053448766E-1,9.859322548E0
4.829684568E1,3.591302633E-1,-1.173158810E-1,9.914389610E0
4.830883909E1,3.543418646E-1,-1.197100878E-1,9.919178009E0
4.832080198E1,3.567360640E-1,-9.097966552E-2,9.945513725E0
4.833276487E1,3.519476354E-1,-9.337386489E-2,9.911994934E0
4.834469724E1,3.447650373E-1,-6.703764945E-2,9.844957352E0
4.835662961E1,3.232172430E-1,-8.140286058E-2,9.816226959E0
4.836862302E1,3.423708379E-1,-1.053448766E-1,9.818621635E0
4.838058591E1,3.016694188E-1,-1.244984865E-1,9.837775230E0
4.839059568E1,3.543418646E-1,-1.101332754E-1,9.890447617E0
4.840060544E1,3.878606856E-1,-6.943184882E-2,9.900024414E0
4.841259885E1,3.615244627E-1,-1.149216816E-1,9.868899345E0
4.842459226E1,3.711012602E-1,-1.125274822E-1,9.849745750E0
4.843658567E1,3.495534360E-1,-1.101332754E-1,9.849745750E0
4.844857908E1,3.184288144E-1,-8.140286058E-2,9.821015358E0
4.846054197E1,3.447650373E-1,-7.182604820E-2,9.816226959E0
4.847055173E1,3.447650373E-1,-6.943184882E-2,9.847352028E0
4.848251462E1,3.184288144E-1,-9.576806426E-2,9.876082420E0
4.849447752E1,3.543418646E-1,-1.101332754E-1,9.890447617E0
4.850448728E1,3.663128614E-1,-1.316810995E-1,9.928754807E0
4.851645017E1,3.758896589E-1,-1.149216816E-1,9.916783333E0
4.852844358E1,3.567360640E-1,-1.268926859E-1,9.849745750E0
4.854043699E1,3.423708379E-1,-1.077390760E-1,9.842563629E0
4.855236936E1,3.734954596E-1,-8.619125932E-2,9.878476143E0
4.856433225E1,3.543418646E-1,-8.140286058E-2,9.821015358E0
4.857629514E1,3.519476354E-1,-9.576806426E-2,9.854534149E0
4.858822752E1,3.447650373E-1,-1.149216816E-1,9.844957352E0
4.860019041E1,3.567360640E-1,-9.576806426E-2,9.830592155E0
4.861215330E1,3.663128614E-1,-6.703764945E-2,9.847352028E0
4.862411619E1,3.639186621E-1,-7.661445439E-2,9.885659218E0
4.863412595E1,3.543418646E-1,-1.244984865E-1,9.861717224E0
4.864413572E1,3.280056417E-1,-1.364694983E-1,9.883264542E0
4.865612913E1,3.232172430E-1,-1.053448766E-1,9.854534149E0
4.866809202E1,3.687070608E-1,-1.316810995E-1,9.832986832E0
4.868008542E1,3.734954596E-1,-1.364694983E-1,9.823410034E0
4.869207883E1,3.639186621E-1,-1.340752989E-1,9.828198433E0
4.870407224E1,3.998316824E-1,-1.077390760E-1,9.844957352E0
4.871603513E1,4.022258818E-1,-6.464344263E-2,9.904812813E0
4.872802854E1,3.878606856E-1,-8.140286058E-2,9.945513725E0
4.873999143E1,3.208230138E-1,-1.197100878E-1,9.895236015E0
4.875198484E1,3.208230138E-1,-1.580173075E-1,9.856928825E0
4.876394773E1,3.327940404E-1,-1.364694983E-1,9.789890289E0
4.877594114E1,3.519476354E-1,-1.077390760E-1,9.787496567E0
4.878787351E1,3.375824392E-1,-1.053448766E-1,9.801861763E0
4.879983640E1,3.974374831E-1,-1.149216816E-1,9.878476143E0
4.881182981E1,4.189853072E-1,-1.292868853E-1,9.921571732E0
4.882382322E1,3.950432837E-1,-1.484405100E-1,9.895236015E0
4.883578611E1,3.782838583E-1,-1.508347094E-1,9.909601212E0
4.884777952E1,3.399766386E-1,-1.388636976E-1,9.876082420E0
4.885977292E1,3.327940404E-1,-1.340752989E-1,9.825803757E0
4.887176633E1,3.351882398E-1,-1.292868853E-1,9.823410034E0
4.888375974E1,3.734954596E-1,-1.340752989E-1,9.873687744E0
4.889575315E1,3.806780577E-1,-1.221042871E-1,9.861717224E0
4.890774656E1,4.070142806E-1,-1.221042871E-1,9.866505623E0
4.891970945E1,3.950432837E-1,-1.173158810E-1,9.866505623E0
4.893170286E1,3.687070608E-1,-1.628057212E-1,9.842563629E0
4.894369626E1,3.758896589E-1,-1.771709323E-1,9.871294022E0
4.895562864E1,3.375824392E-1,-2.130839527E-1,9.914389610E0
4.896563840E1,3.399766386E-1,-1.747767180E-1,9.878476143E0
4.897760129E1,3.543418646E-1,-1.723825186E-1,9.873687744E0
4.898761106E1,3.351882398E-1,-1.340752989E-1,9.856928825E0
4.899957395E1,3.639186621E-1,-1.340752989E-1,9.842563629E0
4.901156736E1,3.711012602E-1,-1.580173075E-1,9.825803757E0
4.902356077E1,3.998316824E-1,-1.556231081E-1,9.823410034E0
4.903552366E1,3.758896589E-1,-1.699883193E-1,9.873687744E0
4.904751706E1,3.806780577E-1,-1.723825186E-1,9.871294022E0
4.905951047E1,3.854664862E-1,-1.699883193E-1,9.971850395E0
4.907147336E1,3.758896589E-1,-1.819593310E-1,9.935936928E0
4.908343626E1,3.471592367E-1,-1.819593310E-1,9.852140427E0
4.909533811E1,3.471592367E-1,-1.771709323E-1,9.816226959E0
4.910727048E1,3.375824392E-1,-2.226607651E-1,9.794678688E0
4.911923337E1,3.639186621E-1,-2.178723514E-1,9.856928825E0
4.912924314E1,3.854664862E-1,-2.011129409E-1,9.861717224E0
4.914123655E1,3.902548850E-1,-1.843535304E-1,9.868899345E0
4.915322996E1,3.878606856E-1,-1.747767180E-1,9.909601212E0
4.916522336E1,3.854664862E-1,-1.604115069E-1,9.919178009E0
4.917721677E1,3.591302633E-1,-1.580173075E-1,9.900024414E0
4.918921018E1,3.399766386E-1,-2.202665508E-1,9.821015358E0
4.920117307E1,3.615244627E-1,-2.418143749E-1,9.854534149E0
