"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.870735785E0,-1.574647427E-2,-2.389228344E-2,-6.388378143E-2
3.886665961E0,-3.755430877E-2,-4.569628835E-2,-2.777767181E-2
3.902657172E0,-4.752060771E-2,-6.466968358E-2,1.553440094E-2
3.918648383E0,-3.355430067E-2,-5.844302475E-2,6.363010406E-2
3.934670111E0,-1.668158174E-2,-4.771035910E-2,1.829814911E-2
3.950600287E0,-1.992061734E-3,-4.387764633E-2,8.840560913E-3
3.966560980E0,7.538825274E-3,-3.625778854E-2,1.852703094E-2
3.982521674E0,-2.369011939E-2,-3.178025782E-2,2.341175079E-2
3.998512884E0,-3.019487858E-2,-1.337321103E-2,9.119987488E-3
4.014443060E0,-4.291327298E-2,1.289382577E-3,-1.713657379E-2
4.030434271E0,-1.485222578E-2,2.470752597E-2,1.649951935E-2
4.046456000E0,-2.552494407E-2,2.651070058E-2,5.019474030E-2
4.062416693E0,1.806706190E-3,-2.009432018E-2,5.036830902E-2
4.078346869E0,-2.080902457E-2,-8.448375762E-2,-2.057142258E-1
4.094338080E0,-2.628713846E-3,-9.386777878E-3,-1.097707748E-1
4.110298773E0,1.049913466E-2,-1.827710867E-2,2.185277939E-1
4.126289984E0,-2.105353773E-2,-1.282233000E-2,1.468582153E-1
4.142250677E0,-1.803150773E-2,7.872849703E-3,-1.236581802E-1
4.158241888E0,-1.349611580E-2,2.179574966E-2,8.149147034E-3
4.174263617E0,-1.440021396E-2,2.102944255E-2,6.022453308E-3
4.190224310E0,-1.690666378E-2,-1.652941108E-2,1.284313202E-1
4.206154486E0,-8.847102523E-3,-4.102909565E-2,-2.214717865E-2
4.222145697E0,-2.893336117E-2,-5.631849170E-2,-3.148365021E-2
4.238136908E0,-3.042073548E-2,-5.799880624E-2,-5.511188507E-2
4.254158636E0,-6.392851472E-3,-6.367382407E-2,1.229095459E-2
4.270088812E0,-1.432007551E-2,-4.202550650E-2,2.939796448E-2
4.286049506E0,-2.922354639E-2,-6.059637666E-2,1.771068573E-2
4.302071234E0,-3.351078928E-2,-2.069050074E-2,3.469085693E-2
4.318062445E0,-1.813481748E-2,5.387067795E-4,5.886363983E-2
4.334023138E0,-1.816427708E-2,2.496290207E-2,-3.147125244E-3
4.350014349E0,-1.740658283E-2,8.166074753E-3,-1.081876755E-1
4.366005560E0,-1.022786424E-1,-2.957481146E-2,-5.025863647E-2
4.381966254E0,1.243893802E-2,-3.896343708E-2,2.699947357E-2
4.397957465E0,1.779040694E-2,-1.487404108E-2,3.233337402E-2
4.413887640E0,1.001417637E-2,-1.136657596E-2,2.529687881E-1
4.429848334E0,-2.293996513E-2,-3.617724776E-2,1.045837402E-1
4.445839545E0,-3.647723794E-2,1.085966825E-2,-2.091093063E-1
4.461830756E0,-3.562599421E-2,6.725460291E-3,-1.370611191E-1
4.477791449E0,-2.707366645E-2,-1.906287670E-2,1.173048019E-1
4.493782660E0,-4.118457437E-2,-4.265791178E-2,-1.841545105E-3
4.509743353E0,-1.595424116E-2,-5.463218689E-2,-3.007602692E-2
4.525673529E0,3.497007489E-2,-5.980500579E-2,2.577781677E-1
4.541664740E0,4.274442792E-3,-7.351016998E-2,-9.388828278E-2
4.557655951E0,-1.715451479E-2,-5.288240314E-2,-2.659378052E-1
4.573677679E0,-3.673723340E-2,-2.505633235E-2,1.480007172E-2
4.589607855E0,1.417815685E-3,1.662826538E-2,2.596311569E-1
4.605538031E0,2.056780457E-2,-4.245400429E-3,9.474945068E-2
4.621559759E0,1.955956221E-3,-1.216012239E-2,-8.226394653E-2
4.637581488E0,-6.583437324E-3,2.213901281E-2,-1.250553131E-2
4.653572699E0,-1.383374631E-2,6.461620331E-3,5.011272430E-2
4.669533392E0,-1.957249641E-2,-2.790790796E-2,2.463340759E-3
4.685494086E0,-6.206308305E-2,-3.879916668E-2,5.037307739E-3
4.701485297E0,-4.929651320E-2,-7.307142019E-2,4.355430603E-2
4.717476508E0,-1.546074450E-2,-4.787796736E-2,2.459907532E-2
4.733467718E0,-1.783058047E-2,-3.533822298E-2,3.217697144E-3
4.749458929E0,1.643325388E-2,-2.634257078E-2,1.288127899E-2
